category,room,floor,gross,updated,price,location
Dağ Evi,1 Oda,,270 m²,15 Eylül,10.000 TL,İzmir - Menderes - Çakaltepe Mh.
Daire,2+1,Kot 1 (-1). Kat,120 m²,25 Eylül,12.000 TL,İzmir - Bayraklı - Osmangazi Mh.
Daire,2+1,4. Kat,100 m²,25 Eylül,13.000 TL,İzmir - Bornova - Eğridere Mh.
Bina,1 Oda,,180 m²,25 Eylül,70.000 TL,İzmir - Seferihisar - Payamlı Mh.
Daire,3+1,2. Kat,115 m²,25 Eylül,14.000 TL,İzmir - Karabağlar - Çalıkuşu Mh.
Daire,1+1,3. Kat,50 m²,25 Eylül,24.500 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,1+1,Düz Giriş (Zemin),60 m²,25 Eylül,15.000 TL,İzmir - Menemen - 29 Ekim Mh.
Daire,1+1,3. Kat,80 m²,25 Eylül,20.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,2+1,Düz Giriş (Zemin),95 m²,25 Eylül,16.500 TL,İzmir - Bornova - Kızılay Mh.
Daire,3+1,4. Kat,130 m²,4 Ekim,17.000 TL,İzmir - Karabağlar - Çalıkuşu Mh.
Villa,4+1,,310 m²,25 Eylül,80.000 TL,İzmir - Urla - İskele Mh.
Daire,2+1,2. Kat,58 m²,25 Eylül,34.500 TL,İzmir - Urla - İskele Mh.
Daire,3+1,2. Kat,160 m²,14 Eylül,42.000 TL,İzmir - Gaziemir - Fatih Mh.
Daire,3+1,5. Kat,135 m²,14 Eylül,23.000 TL,İzmir - Menemen - İstiklal Mh.
Daire,2+1,Düz Giriş (Zemin),100 m²,14 Eylül,17.000 TL,İzmir - Karabağlar - Esenlik Mh.
Daire,3+1,4. Kat,130 m²,14 Eylül,29.000 TL,İzmir - Karabağlar - Reis Mh.
Daire,3+1,5. Kat,110 m²,14 Eylül,20.000 TL,İzmir - Bornova - Kızılay Mh.
Daire,2+1,6. Kat,120 m²,14 Eylül,22.500 TL,İzmir - Karabağlar - Yurdoğlu Mh.
Daire,2+1,6. Kat,100 m²,14 Eylül,30.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,3+1,Yüksek giriş,130 m²,14 Eylül,30.000 TL,İzmir - Karabağlar - Üçkuyular Mh.
Daire,2+1,4. Kat,110 m²,9 Ekim,25.000 TL,İzmir - Dikili - Salimbey Mh.
Daire,2+1,Çatı katı,110 m²,9 Ekim,16.500 TL,İzmir - Dikili - İsmetpaşa Mh.
Daire,2+1,Kot 1 (-1). Kat,75 m²,9 Ekim,16.000 TL,İzmir - Dikili - Gazipaşa Mh.
Daire,2+1,2. Kat,100 m²,5 Ekim,35.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,3+1,Çatı katı,140 m²,9 Ekim,25.000 TL,İzmir - Dikili - Salimbey Mh.
Daire,2+1,2. Kat,100 m²,9 Ekim,18.000 TL,İzmir - Dikili - Salimbey Mh.
Daire,1+1,Yüksek giriş,50 m²,14 Eylül,12.500 TL,İzmir - Torbalı - Torbalı Mh.
Daire,2+1,7. Kat,88 m²,14 Eylül,30.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,1 Oda,Düz Giriş (Zemin),45 m²,14 Eylül,8.000 TL,İzmir - Çiğli - Güzeltepe Mh.
Daire,1+1,3. Kat,75 m²,21 Eylül,250 TL,İzmir - Buca - İnkılap Mh.
Daire,1+1,Kot 1 (-1). Kat,85 m²,14 Eylül,17.500 TL,İzmir - Karabağlar - Arap Hasan Mh.
Daire,3+1,8. Kat,130 m²,14 Eylül,29.000 TL,İzmir - Konak - Alsancak Mh.
Daire,3+1,2. Kat,130 m²,14 Eylül,30.000 TL,İzmir - Konak - Barbaros Mh.
Daire,3+1,2. Kat,120 m²,14 Eylül,18.000 TL,İzmir - Karabağlar - Esenlik Mh.
Daire,2+1,2. Kat,100 m²,25 Eylül,15.500 TL,İzmir - Buca - Yeşilbağlar Mh.
Daire,2+1,3. Kat,100 m²,25 Eylül,17.500 TL,İzmir - Torbalı - Torbalı Mh.
Daire,2+1,4. Kat,105 m²,25 Eylül,20.000 TL,İzmir - Buca - Göksu Mh.
Daire,2+1,2. Kat,117 m²,25 Eylül,14.500 TL,İzmir - Buca - Göksu Mh.
Daire,2+1,2. Kat,110 m²,4 Ekim,17.000 TL,İzmir - Karabağlar - Bozyaka Mh.
Villa,2+1,,95 m²,24 Eylül,25.000 TL,İzmir - Karaburun - Mordoğan Mh.
Daire,4+1,Düz Giriş (Zemin),140 m²,27 Eylül,25.000 TL,İzmir - Bayraklı - Osmangazi Mh.
Daire,2+1,2. Kat,94 m²,24 Eylül,30.500 TL,İzmir - Çiğli - Ataşehir Mh.
Daire,3+1,2. Kat,110 m²,8 Ekim,24.000 TL,İzmir - Buca - Güven Mh.
Daire,3+1,Bahçe katı,145 m²,14 Eylül,23.000 TL,İzmir - Foça - Kemal Atatürk Mh.
Daire,3+1,4. Kat,120 m²,9 Ekim,22.000 TL,İzmir - Bornova - Yıldırım Beyazıt Mh.
Daire,3+1,2. Kat,140 m²,22 Eylül,25.000 TL,İzmir - Karşıyaka - Bahçelievler Mh.
Daire,3+1,3. Kat,130 m²,9 Ekim,20.000 TL,İzmir - Çiğli - Ataşehir Mh.
Daire,3+1,4. Kat,120 m²,28 Eylül,30.000 TL,İzmir - Konak - Güzelyalı Mh.
Daire,3+1,3. Kat,138 m²,8 Ekim,23.000 TL,İzmir - Karabağlar - Selvili Mh.
Villa,5+1,,220 m²,26 Eylül,75.000 TL,İzmir - Urla - Güvendik Mh.
Villa,5+1,,220 m²,14 Eylül,75.000 TL,İzmir - Urla - Güvendik Mh.
Daire,4+1,6. Kat,170 m²,4 Ekim,25.000 TL,İzmir - Karabağlar - Vatan Mh.
Daire,2+1,2. Kat,90 m²,16 Eylül,20.000 TL,İzmir - Bergama - Ertuğrul Mh.
Daire,2+1,1. Kat,95 m²,14 Eylül,25.000 TL,İzmir - Karabağlar - Kazım Karabekir Mh.
Daire,1+1,1. Kat,50 m²,16 Eylül,8.000 TL,İzmir - Bornova - Çınar Mh.
Daire,3+1,Bahçe katı,160 m²,27 Eylül,550.000 TL,İzmir - Çeşme - Ilıca Mh.
Çiftlik Evi,3+1,,160 m²,14 Eylül,27.000 TL,İzmir - Dikili - Esentepe Mh.
Daire,2+1,3. Kat,110 m²,14 Eylül,30.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,2. Kat,120 m²,25 Eylül,22.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,1+1,3. Kat,75 m²,30 Eylül,250 TL,İzmir - Buca - İnkılap Mh.
Daire,1+1,3. Kat,75 m²,9 Ekim,200 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,3+1,3. Kat,160 m²,13 Eylül,16.500 TL,İzmir - Menemen - Kasımpaşa Mh.
Müstakil Ev,1.5+1,,85 m²,13 Eylül,25.000 TL,İzmir - Dikili - Çandarlı Mh.
Daire,1+1,2. Kat,55 m²,9 Ekim,15.000 TL,İzmir - Menemen - Uğur Mumcu Mh.
Daire,3+1,6. Kat,124 m²,3 Ekim,18.000 TL,İzmir - Menemen - Atatürk Mh.
Daire,2+1,3. Kat,60 m²,13 Eylül,21.500 TL,İzmir - Menemen - İnönü Mh.
Daire,2+1,1. Kat,110 m²,13 Eylül,23.000 TL,İzmir - Karabağlar - Refet Bele Mh.
Daire,2+1,3. Kat,113 m²,13 Eylül,25.000 TL,İzmir - Gaziemir - Gazi Mh.
Daire,1+1,2. Kat,49 m²,4 Ekim,16.500 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,3+1,2. Kat,120 m²,9 Ekim,17.500 TL,İzmir - Bayraklı - Emek Mh.
Daire,3+1,5. Kat,130 m²,13 Eylül,12.000 TL,İzmir - Bergama - Maltepe Mh.
Daire,2+1,3. Kat,110 m²,13 Eylül,24.000 TL,İzmir - Karabağlar - Refet Bele Mh.
Daire,2+1,Çatı katı,85 m²,13 Eylül,15.000 TL,İzmir - Buca - Yiğitler Mh.
Daire,2+1,Yüksek giriş,98 m²,7 Ekim,22.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,2. Kat,65 m²,28 Eylül,19.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,1+1,2. Kat,55 m²,13 Eylül,15.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,2+1,Bahçe katı,110 m²,4 Ekim,35.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,2+1,Yüksek giriş,95 m²,17 Eylül,25.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,Düz Giriş (Zemin),120 m²,13 Eylül,25.000 TL,İzmir - Karabağlar - Refet Bele Mh.
Daire,3+1,2. Kat,150 m²,23 Eylül,25.000 TL,İzmir - Gaziemir - Atıfbey Mh.
Daire,2+1,2. Kat,105 m²,9 Ekim,22.000 TL,İzmir - Buca - Yeşilbağlar Mh.
Daire,2+1,2. Kat,105 m²,2 Ekim,18.000 TL,İzmir - Buca - Yeşilbağlar Mh.
Daire,2+1,4. Kat,110 m²,9 Ekim,22.000 TL,İzmir - Bornova - Kızılay Mh.
Daire,3+1,5. Kat,125 m²,1 Ekim,25.000 TL,İzmir - Konak - Güzelyalı Mh.
Daire,2+1,3. Kat,75 m²,13 Eylül,22.000 TL,İzmir - Buca - Atatürk Mh.
Daire,1+1,2. Kat,55 m²,13 Eylül,17.000 TL,İzmir - Buca - Atatürk Mh.
Daire,1+1,3. Kat,55 m²,13 Eylül,17.000 TL,İzmir - Buca - Atatürk Mh.
Daire,Stüdyo,Düz Giriş (Zemin),40 m²,8 Ekim,18.000 TL,İzmir - Bornova - Mevlana Mh.
Daire,2+0,Yüksek giriş,65 m²,16 Eylül,17.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,1+1,8. Kat,90 m²,8 Ekim,16.000 TL,İzmir - Konak - İsmet Kaptan Mh.
Daire,3+1,3. Kat,120 m²,9 Ekim,25.000 TL,İzmir - Konak - Zafertepe Mh.
Daire,2+1,4. Kat,120 m²,13 Eylül,25.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,6. Kat,70 m²,16 Eylül,21.000 TL,İzmir - Karşıyaka - Alaybey Mh.
Daire,1+1,1. Kat,160 m²,13 Eylül,13.000 TL,İzmir - Buca - İnönü Mh.
Daire,2+0,Kot 2 (-2). Kat,90 m²,27 Eylül,19.000 TL,İzmir - Dikili - Salimbey Mh.
Daire,3+1,8. Kat,120 m²,8 Ekim,30.000 TL,İzmir - Konak - Alsancak Mh.
Daire,2+1,2. Kat,90 m²,5 Ekim,20.000 TL,İzmir - Foça - Mustafa Kemal Atatürk Mh.
Daire,3+1,2. Kat,130 m²,13 Eylül,26.000 TL,İzmir - Konak - Piri Reis Mh.
Daire,3+1,Yüksek giriş,130 m²,13 Eylül,29.000 TL,İzmir - Karabağlar - Basın Sitesi Mh.
Daire,3+1,1. Kat,165 m²,9 Ekim,16.000 TL,İzmir - Torbalı - Özbey Mh.
Villa,3+1,,150 m²,13 Eylül,70.000 TL,İzmir - Seferihisar - Sığacık Mh.
Daire,1+1,1. Kat,50 m²,13 Eylül,15.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,1+1,Düz Giriş (Zemin),50 m²,13 Eylül,13.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,2. Kat,55 m²,27 Eylül,200 TL,İzmir - Buca - Adatepe Mh.
Residence,1+1,3. Kat,75 m²,13 Eylül,200.000 TL,İzmir - Çeşme - Celal Bayar Mh.
Residence,1+1,1. Kat,100 m²,14 Eylül,250.000 TL,İzmir - Çeşme - Celal Bayar Mh.
Daire,4+1,5. Kat,180 m²,13 Eylül,60.000 TL,İzmir - Karşıyaka - Dedebaşı Mh.
Daire,3+1,1. Kat,150 m²,13 Eylül,55.000 TL,İzmir - Çiğli - Ataşehir Mh.
Villa,4+1,,170 m²,13 Eylül,45.850 TL,İzmir - Karaburun - Mordoğan Mh.
Daire,1+1,2. Kat,55 m²,4 Ekim,20.000 TL,İzmir - Buca - Yıldız Mh.
Daire,3+1,2. Kat,135 m²,12 Eylül,20.000 TL,İzmir - Çiğli - Evka-5 Mh.
Daire,3+1,2. Kat,180 m²,12 Eylül,18.000 TL,İzmir - Torbalı - Ertuğrul Mh.
Daire,2+1,4. Kat,90 m²,12 Eylül,21.000 TL,İzmir - Buca - Vali Rahmi Bey Mh.
Villa,6+1,,320 m²,7 Ekim,130.000 TL,İzmir - Güzelbahçe - Kahramandere Mh.
Köy Evi,3+1,,110 m²,12 Eylül,18.000 TL,İzmir - Aliağa - Çaltılıdere Mh.
Daire,2+1,Yüksek giriş,100 m²,12 Eylül,13.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,4+1,Bahçe dublex,220 m²,8 Ekim,50.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,2+1,3. Kat,95 m²,23 Eylül,15.500 TL,İzmir - Torbalı - Torbalı Mh.
Daire,4+1,4. Kat,170 m²,21 Eylül,22.500 TL,İzmir - Buca - Fırat Mh.
Daire,1+1,2. Kat,55 m²,12 Eylül,13.500 TL,İzmir - Buca - Atatürk Mh.
Daire,Stüdyo,3. Kat,41 m²,12 Eylül,12.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,3+1,3. Kat,150 m²,12 Eylül,15.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,2+1,Yüksek giriş,90 m²,12 Eylül,20.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,1+1,Bahçe katı,80 m²,12 Eylül,25.000 TL,İzmir - Konak - Mimar Sinan Mh.
Daire,4+1,3. Kat,140 m²,12 Eylül,26.000 TL,İzmir - Konak - Alsancak Mh.
Daire,1+1,Yüksek giriş,70 m²,12 Eylül,20.000 TL,İzmir - Konak - Kahramanlar Mh.
Daire,3+1,6. Kat,130 m²,12 Eylül,24.000 TL,İzmir - Konak - Mimar Sinan Mh.
Daire,2+1,2. Kat,90 m²,12 Eylül,16.000 TL,İzmir - Konak - Alsancak Mh.
Daire,3+1,3. Kat,135 m²,12 Eylül,25.000 TL,İzmir - Konak - Alsancak Mh.
Daire,3+1,3. Kat,135 m²,27 Eylül,30.000 TL,İzmir - Balçova - Eğitim Mh.
Daire,3+1,4. Kat,130 m²,12 Eylül,26.500 TL,İzmir - Konak - Alsancak Mh.
Daire,2+1,3. Kat,60 m²,12 Eylül,26.500 TL,İzmir - Konak - Alsancak Mh.
Daire,1+1,Bahçe katı,45 m²,17 Eylül,15.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,3+1,4. Kat,110 m²,3 Ekim,17.000 TL,İzmir - Menemen - Kasımpaşa Mh.
Daire,1+1,3. Kat,57 m²,12 Eylül,17.500 TL,İzmir - Buca - Adatepe Mh.
Daire,3+1,8. Kat,150 m²,12 Eylül,18.000 TL,İzmir - Buca - Adatepe Mh.
Daire,1+1,Yüksek giriş,45 m²,9 Ekim,14.000 TL,İzmir - Buca - Buca Koop. Mh.
Daire,1+1,Düz Giriş (Zemin),95 m²,7 Ekim,6.500 TL,İzmir - Karabağlar - Devrim Mh.
Daire,3+1,4. Kat,145 m²,4 Ekim,23.000 TL,İzmir - Menderes - Kemalpaşa Mh.
Daire,2+1,1. Kat,55 m²,28 Eylül,35.000 TL,İzmir - Dikili - Çandarlı Mh.
Villa,3+1,,180 m²,12 Eylül,35.000 TL,İzmir - Çeşme - 16 Eylül Mh.
Daire,3+1,2. Kat,135 m²,9 Ekim,20.000 TL,İzmir - Bornova - İnönü Mh.
Daire,2.5+1,Bahçe katı,110 m²,12 Eylül,28.000 TL,İzmir - Konak - Barbaros Mh.
Villa,4+2,,240 m²,25 Eylül,120.000 TL,İzmir - Güzelbahçe - Kahramandere Mh.
Daire,3+1,2. Kat,100 m²,9 Ekim,17.500 TL,İzmir - Bornova - Atatürk Mh.
Daire,4+1,5. Kat,240 m²,12 Eylül,99.000 TL,İzmir - Bornova - Erzene Mh.
Daire,3+1,Yüksek giriş,110 m²,12 Eylül,20.000 TL,İzmir - Menemen - Ulus Mh.
Daire,2+1,4. Kat,85 m²,9 Ekim,13.000 TL,İzmir - Konak - Ulubatlı Mh.
Daire,Stüdyo,Yüksek giriş,40 m²,12 Eylül,15.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,1+1,3. Kat,65 m²,22 Eylül,12.000 TL,İzmir - Urla - Kadıovacık Mh.
Daire,3+1,3. Kat,240 m²,12 Eylül,90.000 TL,İzmir - Bornova - Evka 3 Mh.
Daire,3+1,3. Kat,130 m²,16 Eylül,20.000 TL,İzmir - Menemen - Kasımpaşa Mh.
Daire,3+1,Çatı Dubleks,175 m²,12 Eylül,30.000 TL,İzmir - Balçova - Eğitim Mh.
Daire,Stüdyo,2. Kat,55 m²,9 Ekim,17.500 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,2+1,Yüksek giriş,115 m²,12 Eylül,25.000 TL,İzmir - Urla - Altıntaş Mh.
Villa,5+1,,265 m²,12 Eylül,60.000 TL,İzmir - Urla - Atatürk Mh.
Daire,3+1,Yüksek giriş,120 m²,7 Ekim,25.000 TL,İzmir - Karşıyaka - Aksoy Mh.
Daire,2+1,2. Kat,120 m²,4 Ekim,19.000 TL,İzmir - Karabağlar - Selvili Mh.
Daire,4+1,4. Kat,130 m²,25 Eylül,23.500 TL,İzmir - Menemen - Uğur Mumcu Mh.
Daire,3+1,3. Kat,130 m²,12 Eylül,40.000 TL,İzmir - Konak - Mimar Sinan Mh.
Daire,2+1,1. Kat,90 m²,5 Ekim,15.000 TL,İzmir - Konak - Çankaya Mh.
Daire,2+1,2. Kat,100 m²,12 Eylül,20.000 TL,İzmir - Karabağlar - General Kazım Özalp Mh.
Daire,1+1,3. Kat,50 m²,12 Eylül,18.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,3+1,2. Kat,135 m²,12 Eylül,20.000 TL,İzmir - Buca - Güven Mh.
Daire,3+1,4. Kat,140 m²,12 Eylül,18.000 TL,İzmir - Konak - Güzelyalı Mh.
Daire,2+1,Kot 1 (-1). Kat,90 m²,12 Eylül,15.000 TL,İzmir - Dikili - Salimbey Mh.
Daire,3+1,1. Kat,145 m²,12 Eylül,22.000 TL,İzmir - Bornova - Rafet Paşa Mh.
Daire,2+1,7. Kat,80 m²,12 Eylül,17.500 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,3+1,4. Kat,150 m²,29 Eylül,38.000 TL,İzmir - Balçova - Teleferik Mh.
Daire,3+1,6. Kat,120 m²,29 Eylül,35.000 TL,İzmir - Balçova - Çetin Emeç Mh.
Daire,1+1,3. Kat,70 m²,12 Eylül,19.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,2+1,Yüksek giriş,100 m²,12 Eylül,15.000 TL,İzmir - Gaziemir - Menderes Mh.
Daire,2+1,3. Kat,100 m²,12 Eylül,45.000 TL,İzmir - Foça - İsmetpaşa Mh.
Daire,2+1,Bahçe katı,80 m²,12 Eylül,20.000 TL,İzmir - Menderes - Cüneytbey Mh.
Daire,3+1,4. Kat,120 m²,2 Ekim,25.000 TL,İzmir - Karabağlar - Gülyaka Mh.
Daire,2+1,5. Kat,110 m²,3 Ekim,24.000 TL,İzmir - Karabağlar - Kazım Karabekir Mh.
Daire,2+1,1. Kat,100 m²,24 Eylül,15.000 TL,İzmir - Buca - Fırat Mh.
Daire,2+1,3. Kat,100 m²,12 Eylül,25.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,1+1,2. Kat,50 m²,12 Eylül,17.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,1+1,2. Kat,75 m²,12 Eylül,16.000 TL,İzmir - Buca - Adatepe Mh.
Daire,3+1,2. Kat,145 m²,12 Eylül,27.500 TL,İzmir - Karabağlar - Reis Mh.
Daire,3+1,1. Kat,145 m²,12 Eylül,25.000 TL,İzmir - Karabağlar - Esenyalı Mh.
Daire,2+1,3. Kat,135 m²,12 Eylül,22.500 TL,İzmir - Karabağlar - Bahçelievler Mh.
Daire,3+1,3. Kat,130 m²,12 Eylül,19.000 TL,İzmir - Karabağlar - Yunus Emre Mh.
Daire,2+1,1. Kat,85 m²,12 Eylül,500.000 TL,İzmir - Çeşme - Boyalık Mh.
Daire,1+1,2. Kat,80 m²,2 Ekim,15.000 TL,İzmir - Güzelbahçe - Yalı Mh.
Daire,1+1,3. Kat,75 m²,30 Eylül,200 TL,İzmir - Buca - Adatepe Mh.
Daire,3+1,Düz Giriş (Zemin),100 m²,11 Eylül,17.000 TL,İzmir - Konak - Kocatepe Mh.
Daire,3+1,Düz Giriş (Zemin),130 m²,3 Ekim,17.000 TL,İzmir - Buca - Adatepe Mh.
Villa,3+1,,150 m²,30 Eylül,50.000 TL,İzmir - Çeşme - Ildır Mh.
Daire,2+1,2. Kat,85 m²,11 Eylül,20.000 TL,İzmir - Konak - Atilla Mh.
Daire,Stüdyo,2. Kat,33 m²,11 Eylül,17.500 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,1+1,Kot 1 (-1). Kat,75 m²,6 Ekim,25.000 TL,İzmir - Balçova - Teleferik Mh.
Daire,2+1,2. Kat,95 m²,7 Ekim,25.000 TL,İzmir - Karabağlar - Basın Sitesi Mh.
Daire,2+1,3. Kat,95 m²,7 Ekim,25.000 TL,İzmir - Karabağlar - Basın Sitesi Mh.
Daire,2+1,3. Kat,100 m²,28 Eylül,25.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,2+1,1. Kat,65 m²,11 Eylül,21.000 TL,İzmir - Bornova - Mevlana Mh.
Daire,3+1,2. Kat,140 m²,28 Eylül,25.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,2+1,2. Kat,100 m²,8 Ekim,22.000 TL,İzmir - Konak - Akın Simav Mh.
Daire,3+1,3. Kat,130 m²,16 Eylül,40.000 TL,İzmir - Konak - Çankaya Mh.
Daire,2+1,7. Kat,80 m²,21 Eylül,23.000 TL,İzmir - Bayraklı - Mansuroğlu Mh.
Daire,3+1,5. Kat,130 m²,4 Ekim,24.000 TL,İzmir - Karşıyaka - Zübeyde Hanım Mh.
Daire,2+1,1. Kat,100 m²,8 Ekim,23.000 TL,İzmir - Konak - Kahramanlar Mh.
Daire,2+1,1. Kat,110 m²,2 Ekim,15.000 TL,İzmir - Buca - Göksu Mh.
Villa,4+1,,330 m²,11 Eylül,125.000 TL,İzmir - Urla - Şirinkent Mh.
Daire,3+1,1. Kat,120 m²,20 Eylül,25.000 TL,İzmir - Aliağa - Kültür Mh.
Daire,2+1,4. Kat,110 m²,11 Eylül,16.500 TL,İzmir - Torbalı - Torbalı Mh.
Daire,2.5+1,2. Kat,100 m²,9 Ekim,13.000 TL,İzmir - Karabağlar - Gülyaka Mh.
Daire,1+1,2. Kat,55 m²,11 Eylül,14.000 TL,İzmir - Menemen - İnönü Mh.
Villa,4+1,,200 m²,11 Eylül,37.500 TL,İzmir - Urla - Çamlıçay Mh.
Daire,3+1,3. Kat,120 m²,1 Ekim,16.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,2+1,Yüksek giriş,75 m²,26 Eylül,11.500 TL,İzmir - Bayraklı - Cengizhan Mh.
Daire,1+1,Kot 1 (-1). Kat,60 m²,26 Eylül,7.500 TL,İzmir - Bayraklı - Cengizhan Mh.
Daire,2+1,2. Kat,85 m²,30 Eylül,28.000 TL,İzmir - Güzelbahçe - Yelki Mh.
Daire,2+1,1. Kat,140 m²,12 Eylül,16.000 TL,İzmir - Buca - Çamlıpınar Mh.
Daire,2+1,2. Kat,75 m²,11 Eylül,16.000 TL,İzmir - Menemen - İnönü Mh.
Daire,3+1,1. Kat,125 m²,9 Ekim,31.000 TL,İzmir - Konak - Göztepe Mh.
Daire,3+1,Yüksek giriş,135 m²,6 Ekim,25.000 TL,İzmir - Balçova - Korutürk Mh.
Daire,2+1,1. Kat,90 m²,8 Ekim,18.000 TL,İzmir - Çiğli - Uğur Mumcu Mh.
Daire,2+1,Bahçe dublex,90 m²,12 Eylül,22.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,2+1,2. Kat,118 m²,16 Eylül,30.000 TL,İzmir - Bornova - Meriç Mh.
Daire,3+1,4. Kat,125 m²,11 Eylül,18.000 TL,İzmir - Karabağlar - Adnan Süvari Mh.
Daire,3+1,1. Kat,95 m²,26 Eylül,28.000 TL,İzmir - Urla - Gülbahçe Mh.
Daire,2+1,3. Kat,110 m²,11 Eylül,10.000 TL,İzmir - Karabağlar - Umut Mh.
Daire,1+1,3. Kat,60 m²,7 Ekim,18.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,4. Kat,90 m²,11 Eylül,25.000 TL,İzmir - Buca - Çamlıkule Mh.
Daire,3+1,2. Kat,150 m²,5 Ekim,42.000 TL,İzmir - Aliağa - Siteler Mh.
Daire,3+1,3. Kat,135 m²,27 Eylül,18.000 TL,İzmir - Buca - İnönü Mh.
Daire,2+1,2. Kat,55 m²,30 Eylül,600 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,2. Kat,55 m²,30 Eylül,200 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,3. Kat,60 m²,23 Eylül,250 TL,İzmir - Buca - Yaylacık Mh.
Daire,3+1,5. Kat,140 m²,5 Ekim,39.000 TL,İzmir - Karşıyaka - Bahçelievler Mh.
Daire,2+1,2. Kat,90 m²,18 Eylül,10.000 TL,İzmir - Karabağlar - Cennetoğlu Mh.
Daire,2+1,2. Kat,110 m²,11 Eylül,20.000 TL,İzmir - Menemen - Esatpaşa Mh.
Daire,1+1,4. Kat,50 m²,4 Ekim,14.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,2+1,Yüksek giriş,70 m²,4 Ekim,20.000 TL,İzmir - Buca - Yıldız Mh.
Daire,2+1,3. Kat,92 m²,12 Eylül,12.000 TL,İzmir - Çiğli - Güzeltepe Mh.
Daire,3+1,1. Kat,150 m²,10 Eylül,22.500 TL,İzmir - Tire - Hürriyet Mh.
Daire,3+1,2. Kat,125 m²,10 Eylül,20.000 TL,İzmir - Çiğli - Ataşehir Mh.
Daire,2+1,1. Kat,90 m²,8 Ekim,20.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,4+1,1. Kat,140 m²,2 Ekim,18.500 TL,İzmir - Buca - Dumlupınar Mh.
Daire,1+1,3. Kat,60 m²,10 Eylül,21.000 TL,İzmir - Seferihisar - Hıdırlık Mh.
Daire,3+1,1. Kat,130 m²,8 Ekim,18.000 TL,İzmir - Bergama - İslamsaray Mh.
Daire,1+1,2. Kat,33 m²,10 Eylül,15.000 TL,İzmir - Foça - Mustafa Kemal Atatürk Mh.
Daire,3+1,Yüksek giriş,130 m²,10 Eylül,35.000 TL,İzmir - Narlıdere - Limanreis Mh.
Daire,3+1,5. Kat,130 m²,11 Eylül,18.000 TL,İzmir - Torbalı - Ertuğrul Mh.
Daire,2+1,2. Kat,115 m²,5 Ekim,24.000 TL,İzmir - Karşıyaka - Aksoy Mh.
Daire,2+1,Kot 2 (-2). Kat,85 m²,8 Ekim,17.000 TL,İzmir - Menemen - Villakent Mh.
Daire,3+1,1. Kat,120 m²,10 Eylül,22.000 TL,İzmir - Bornova - Yeşilova Mh.
Daire,3+1,3. Kat,150 m²,13 Eylül,16.000 TL,İzmir - Bergama - Zafer Mh.
Daire,3+1,3. Kat,120 m²,17 Eylül,17.000 TL,İzmir - Bayraklı - Gümüşpala Mh.
Daire,2+1,1. Kat,98 m²,10 Eylül,19.000 TL,İzmir - Menemen - Atatürk Mh.
Daire,1+1,1. Kat,80 m²,10 Eylül,13.500 TL,İzmir - Torbalı - Muratbey Mh.
Daire,2+1,Kot 1 (-1). Kat,110 m²,28 Eylül,30.000 TL,İzmir - Çeşme - Alaçatı Mh.
